team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
squads,/en/squads/8d6fd021/Alaves-Stats,Alavés,29,38.0,690,18.16,465,95,26,41,48,15,61,1.61,39,3,3,7,9,0,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
2b390eca,/en/squads/2b390eca/2024-2025/Athletic-Club-Stats,Athletic Club,31,38.0,832,21.89,630,65,52,38,27,20,92,2.42,63,8,7,8,6,0,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
db3b9613,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats,Atlético Madrid,24,38.0,826,21.74,657,49,39,42,24,15,123,3.24,100,1,7,7,5,3,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
206d90db,/en/squads/206d90db/2024-2025/Barcelona-Stats,Barcelona,28,38.0,1205,31.71,928,60,79,71,53,14,172,4.53,127,5,17,10,12,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/fc536746/Real-Betis-Stats,Betis,36,38.0,944,24.84,718,62,59,48,40,17,100,2.63,72,6,4,9,8,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/f25da7fb/Celta-Vigo-Stats,Celta Vigo,30,38.0,789,20.76,607,41,42,57,30,12,98,2.58,77,1,5,8,7,0,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/a8661628/Espanyol-Stats,Espanyol,27,38.0,632,16.63,431,73,36,35,45,12,68,1.79,41,8,3,5,10,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/7848bd64/Getafe-Stats,Getafe,30,38.0,736,19.37,483,94,45,37,58,19,56,1.47,33,7,1,8,5,2,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/9024a00a/Girona-Stats,Girona,30,38.0,727,19.13,562,60,34,37,23,11,77,2.03,56,6,2,9,3,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/0049d422/Las-Palmas-Stats,Las Palmas,34,38.0,741,19.50,543,65,39,39,46,9,68,1.79,54,2,2,5,4,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/7c6f2c78/Leganes-Stats,Leganés,26,38.0,608,16.00,399,57,50,35,51,16,73,1.92,48,3,9,4,7,2,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/2aa12281/Mallorca-Stats,Mallorca,28,38.0,684,18.00,471,96,30,48,33,6,60,1.58,45,8,0,2,4,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/03c57e2b/Osasuna-Stats,Osasuna,25,38.0,726,19.11,503,93,39,42,43,6,82,2.16,49,5,5,8,14,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/98e8af82/Rayo-Vallecano-Stats,Rayo Vallecano,26,38.0,886,23.32,648,82,45,58,41,12,59,1.55,38,4,7,7,1,2,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
53a2f082,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats,Real Madrid,30,38.0,1160,30.53,860,84,92,70,39,15,137,3.61,98,9,11,10,8,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/e31d1cd9/Real-Sociedad-Stats,Real Sociedad,31,38.0,682,17.95,493,74,38,34,31,12,59,1.55,42,5,5,2,5,0,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/ad2be733/Sevilla-Stats,Sevilla,35,38.0,824,21.68,600,69,60,51,31,13,71,1.87,59,4,3,4,1,0,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/dcc91a7b/Valencia-Stats,Valencia,32,38.0,676,17.79,503,65,27,34,31,16,71,1.87,49,4,3,8,5,2,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
squads,/en/squads/17859612/Valladolid-Stats,Valladolid,38,38.0,601,15.82,425,63,48,21,36,8,42,1.11,30,0,6,1,5,0,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
2a8183b3,/en/squads/2a8183b3/2024-2025/Villarreal-Stats,Villarreal,31,38.0,962,25.32,729,82,41,59,35,16,124,3.26,101,4,4,8,6,1,12,2024-2025,c299c8a5-11e2-4664-8e3d-2761af13e083
