team_id,team_url,team,players_used,possession,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,competition_id,season_id,id
squads,/en/squads/69236f98/Angers-Stats,Angers,30,41.2,34.0,17919,2146,6594,7732,3813,512,17913,613,249,40.6,331,54.0,9398,51759,26951,502,365,98,493,297,10991,943,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/5ae09109/Auxerre-Stats,Auxerre,29,42.5,34.0,18188,2265,6744,7753,3877,614,18183,622,258,41.5,324,52.1,10101,51428,24986,484,350,137,452,346,10927,1078,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/fb08dbb3/Brest-Stats,Brest,30,48.4,34.0,19884,2240,6822,8962,4265,644,19875,490,209,42.7,245,50.0,10454,55353,26772,470,348,117,509,246,12586,1084,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/5c2737db/Le-Havre-Stats,Le Havre,31,43.1,34.0,17975,2197,6737,7822,3637,581,17965,512,233,45.5,236,46.1,9506,52339,26445,538,347,93,448,311,11013,1033,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/fd4e0f7d/Lens-Stats,Lens,33,54.1,34.0,22167,1929,6346,10186,5833,848,22162,582,249,42.8,297,51.0,12325,60837,30074,570,479,122,576,341,14727,1440,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/cb188c0c/Lille-Stats,Lille,27,57.6,34.0,23278,1932,6099,11352,5991,854,23268,598,283,47.3,288,48.2,13642,71203,37395,669,512,158,513,300,16614,1603,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/d53c0b06/Lyon-Stats,Lyon,31,56.4,34.0,22636,2155,6644,10377,5810,999,22626,546,238,43.6,277,50.7,13430,67925,36807,709,483,201,456,281,15904,1600,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
5725cc7b,/en/squads/5725cc7b/2024-2025/Marseille-Stats,Marseille,32,63.3,34.0,26602,1928,6930,13580,6271,850,26592,607,278,45.8,300,49.4,16260,75565,39382,664,499,197,471,313,20224,1703,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
fd6114db,/en/squads/fd6114db/2024-2025/Monaco-Stats,Monaco,28,55.0,34.0,21883,1745,5633,10914,5558,969,21876,613,266,43.4,300,48.9,12485,65950,34414,670,534,187,601,341,14447,1629,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/281b0e73/Montpellier-Stats,Montpellier,35,45.3,34.0,18133,2072,6036,8263,4032,540,18129,609,262,43.0,302,49.6,9615,54614,27149,529,362,138,478,296,11348,1030,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/d7a486cd/Nantes-Stats,Nantes,30,40.4,34.0,17874,2137,6120,8089,3839,644,17869,525,227,43.2,278,53.0,9492,48016,23741,502,344,141,485,286,10932,1044,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/132ebc33/Nice-Stats,Nice,31,47.5,34.0,20206,2171,6488,9270,4693,843,20200,687,295,42.9,346,50.4,10937,58506,32981,701,413,171,540,315,13013,1312,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
e2d8892c,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats,Paris S-G,28,68.0,34.0,29502,1991,6704,14734,8262,1211,29495,802,364,45.4,393,49.0,18244,92964,49950,936,702,347,488,329,23027,2114,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/7fdd64e0/Reims-Stats,Reims,34,44.1,34.0,18663,2437,6983,7699,4213,649,18661,629,279,44.4,312,49.6,9968,59074,30711,586,420,139,576,304,11542,1140,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/b3072e00/Rennes-Stats,Rennes,35,50.9,34.0,20688,1999,6281,9624,4970,763,20680,643,270,42.0,327,50.9,11438,61463,31644,663,429,186,508,344,13788,1421,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/d298ef2c/Saint-Etienne-Stats,Saint-Étienne,32,47.1,34.0,19848,2437,6917,8493,4607,600,19844,558,239,42.8,294,52.7,10318,51180,26053,529,334,138,550,309,12920,1254,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/c0d3eab4/Strasbourg-Stats,Strasbourg,30,50.1,34.0,21307,2567,8555,9120,3825,614,21305,629,282,44.8,304,48.3,12112,56806,29750,563,365,170,514,263,14530,1191,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
squads,/en/squads/3f8c4b5f/Toulouse-Stats,Toulouse,27,45.0,34.0,18606,1884,6030,8440,4363,789,18602,616,277,45.0,306,49.7,10414,51124,26397,543,369,155,527,311,11568,1201,13,2024-2025,0465043a-360f-4aa6-a0ca-2e0183b35618
