team_id,team_url,team,players_used,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,competition_id,season_id,id
18bb7c10,/en/squads/18bb7c10/2023-2024/Arsenal-Stats,Arsenal,25,38.0,22558,20941,1530,443,104,65,670,560,265,217,1,0,19094,87,319,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
8602292d,/en/squads/8602292d/2023-2024/Aston-Villa-Stats,Aston Villa,31,38.0,19363,17499,1817,628,80,95,651,613,231,149,15,2,16133,47,343,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
4ba7cbea,/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats,Bournemouth,30,38.0,15920,14065,1799,419,48,91,709,774,235,192,9,4,11899,56,361,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
cd051869,/en/squads/cd051869/2023-2024/Brentford-Stats,Brentford,28,38.0,16818,14996,1752,464,70,113,706,683,184,79,51,10,12551,70,357,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
d07537b9,/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats,Brighton,30,38.0,25029,23334,1611,511,62,76,671,541,206,86,73,5,21810,84,327,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
943e8050,/en/squads/943e8050/2023-2024/Burnley-Stats,Burnley,31,38.0,17959,16189,1694,445,49,77,550,670,180,67,58,9,13937,76,344,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
cff3d9bb,/en/squads/cff3d9bb/2023-2024/Chelsea-Stats,Chelsea,32,38.0,23364,21587,1692,496,116,101,558,611,202,78,55,4,20039,85,348,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
47c64c55,/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats,Crystal Palace,26,38.0,16754,14948,1734,484,52,97,583,721,178,81,57,6,12915,72,366,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
d3fd31cc,/en/squads/d3fd31cc/2023-2024/Everton-Stats,Everton,26,38.0,15514,13704,1721,409,45,78,752,768,181,140,26,3,11349,89,347,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
fd962109,/en/squads/fd962109/2023-2024/Fulham-Stats,Fulham,25,38.0,20237,18414,1772,464,58,118,736,696,212,70,98,1,16311,51,421,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
822bd0ba,/en/squads/822bd0ba/2023-2024/Liverpool-Stats,Liverpool,30,38.0,24379,22490,1789,440,102,145,817,755,287,86,171,2,20376,100,371,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
e297cd13,/en/squads/e297cd13/2023-2024/Luton-Town-Stats,Luton Town,28,38.0,15099,13156,1876,498,22,111,841,703,203,93,101,5,11048,67,413,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
b8fd03ef,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats,Manchester City,25,38.0,27758,26136,1580,460,85,133,700,604,286,114,66,7,24616,42,383,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
19538871,/en/squads/19538871/2023-2024/Manchester-United-Stats,Manchester Utd,31,38.0,19538,17784,1663,371,73,99,594,643,224,70,86,10,15785,91,372,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
b2b47a98,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats,Newcastle Utd,32,38.0,19852,18026,1767,515,85,133,648,679,192,75,60,9,16117,59,364,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
e4a775cb,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats,Nott'ham Forest,33,38.0,15679,13975,1627,409,53,83,595,661,148,80,55,0,11877,77,315,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
1df6b87e,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats,Sheffield Utd,35,38.0,13509,11764,1681,380,26,52,428,666,141,70,47,6,9531,64,322,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
361ca564,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats,Tottenham,29,38.0,24197,22167,1947,636,91,59,710,723,234,93,70,1,20649,83,480,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
7c21e445,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats,West Ham,26,38.0,16373,14568,1734,429,60,158,661,721,165,93,61,0,12568,71,411,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
8cec06e1,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats,Wolves,27,38.0,19175,17409,1688,439,49,125,578,684,156,75,41,15,15484,78,333,9,2023-2024,67ddabc7-35ae-4691-8b01-07b0ae071f29
