team_id,team_url,team,players_used_away,minutes_90s_away,gk_goals_against_away,gk_pens_allowed_away,gk_free_kick_goals_against_away,gk_corner_kick_goals_against_away,gk_own_goals_against_away,gk_psxg_away,gk_psnpxg_per_shot_on_target_against_away,gk_psxg_net_away,gk_psxg_net_per90_away,gk_passes_completed_launched_away,gk_passes_launched_away,gk_passes_pct_launched_away,gk_passes_away,gk_passes_throws_away,gk_pct_passes_launched_away,gk_passes_length_avg_away,gk_goal_kicks_away,gk_pct_goal_kicks_launched_away,gk_goal_kick_length_avg_away,gk_crosses_away,gk_crosses_stopped_away,gk_crosses_stopped_pct_away,gk_def_actions_outside_pen_area_away,gk_def_actions_outside_pen_area_per90_away,gk_avg_distance_def_actions_away,competition_id,season_id,id
922493f3,/en/squads/922493f3/2024-2025/Atalanta-Stats,vs Atalanta,3,38.0,78,5,0,7,2,68.3,0.34,-7.7,-0.20,245,697,35.2,1354,110,41.9,37.2,333,38.7,34.8,605,30,5.0,28,0.74,13.0,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/1d8099f8/Bologna-Stats,vs Bologna,2,38.0,57,6,0,3,1,49.3,0.25,-6.7,-0.18,272,767,35.5,1280,139,47.3,38.9,320,50.6,39.8,606,30,5.0,42,1.11,15.6,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/c4260e09/Cagliari-Stats,vs Cagliari,4,38.0,40,3,2,5,2,39.2,0.32,+1.2,+0.03,130,444,29.3,1026,122,33.2,34.0,271,38.0,33.9,587,24,4.1,32,0.84,12.8,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/28c9c3cd/Como-Stats,vs Como,3,38.0,49,0,0,4,5,49.3,0.28,+5.3,+0.14,145,485,29.9,1122,179,33.5,34.4,302,36.1,34.4,431,26,6.0,38,1.00,14.8,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/a3d88bd8/Empoli-Stats,vs Empoli,3,38.0,33,2,0,4,2,27.8,0.23,-3.2,-0.09,196,537,36.5,1230,159,34.0,34.8,269,44.2,37.3,474,26,5.5,46,1.21,14.4,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/421387cf/Fiorentina-Stats,vs Fiorentina,2,38.0,57,6,2,7,2,55.1,0.30,+0.1,0.00,165,452,36.5,1075,176,31.5,33.7,263,43.0,37.7,457,28,6.1,49,1.32,15.5,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/658bf2de/Genoa-Stats,vs Genoa,4,38.0,37,0,0,6,2,37.1,0.30,+2.1,+0.05,181,520,34.8,1197,132,35.3,34.2,247,39.7,34.6,488,30,6.1,41,1.08,14.3,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/0e72edf2/Hellas-Verona-Stats,vs Hellas Verona,2,38.0,34,2,1,3,3,30.5,0.31,-0.5,-0.01,125,333,37.5,1042,171,24.4,31.1,293,27.0,29.9,445,41,9.2,41,1.08,13.2,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
d609edc0,/en/squads/d609edc0/2024-2025/Internazionale-Stats,vs Inter,2,38.0,79,8,1,12,3,65.9,0.32,-10.1,-0.27,179,553,32.4,981,148,40.2,37.6,308,51.6,40.3,575,33,5.7,26,0.70,11.5,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
e0652b02,/en/squads/e0652b02/2024-2025/Juventus-Stats,vs Juventus,2,38.0,58,6,0,3,2,54.1,0.27,-1.9,-0.05,199,531,37.5,1087,147,38.3,36.2,305,37.7,33.3,483,31,6.4,26,0.68,12.4,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/7213da33/Lazio-Stats,vs Lazio,2,38.0,61,6,0,7,1,65.5,0.32,+5.5,+0.14,184,441,41.7,1033,146,31.1,33.2,286,42.0,36.2,672,26,3.9,33,0.87,12.7,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/ffcbe334/Lecce-Stats,vs Lecce,1,38.0,27,3,1,3,0,33.4,0.24,+6.4,+0.17,147,427,34.4,961,156,30.5,32.7,280,47.9,39.0,504,31,6.2,42,1.11,15.5,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/dc56fe14/Milan-Stats,vs Milan,2,38.0,61,4,1,5,2,62.0,0.29,+3.0,+0.08,160,448,35.7,964,180,33.5,34.4,314,39.8,35.3,478,24,5.0,27,0.71,11.7,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/21680aa4/Monza-Stats,vs Monza,3,38.0,28,3,0,2,1,27.1,0.24,+0.1,0.00,163,434,37.6,1002,125,35.0,34.8,216,38.4,34.4,502,37,7.4,43,1.13,14.0,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
d48ad4ff,/en/squads/d48ad4ff/2024-2025/Napoli-Stats,vs Napoli,3,38.0,59,4,1,5,3,51.4,0.31,-4.6,-0.12,179,616,29.1,1094,115,43.3,38.0,288,49.3,38.8,519,40,7.7,47,1.27,12.3,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/eab4234c/Parma-Stats,vs Parma,2,38.0,44,6,0,8,1,40.8,0.25,-2.2,-0.06,121,349,34.7,959,182,26.5,30.9,260,36.5,34.0,326,21,6.4,39,1.03,14.4,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/cf74a709/Roma-Stats,vs Roma,1,38.0,56,8,2,8,1,51.7,0.27,-3.3,-0.09,166,488,34.0,1110,173,35.9,34.5,279,32.3,32.1,498,27,5.4,35,0.92,13.6,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/105360fe/Torino-Stats,vs Torino,2,38.0,39,2,0,4,3,36.3,0.28,+0.3,+0.01,181,489,37.0,1128,164,36.4,35.0,232,33.6,31.4,519,35,6.7,39,1.03,14.5,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/04eea015/Udinese-Stats,vs Udinese,3,38.0,41,2,1,9,0,43.0,0.29,+2.0,+0.05,115,470,24.5,1149,177,32.0,34.7,273,37.4,33.7,531,39,7.3,35,0.92,12.7,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
squads,/en/squads/af5d5982/Venezia-Stats,vs Venezia,3,38.0,32,4,2,4,1,36.0,0.26,+5.0,+0.13,232,563,41.2,1052,132,43.1,38.0,247,44.5,37.4,401,24,6.0,32,0.84,14.2,11,2024-2025,de13d09a-e3a5-4808-9b5d-fc7cb33c3868
