team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,competition_id,season_id,id
922493f3,/en/squads/922493f3/2022-2023/Atalanta-Stats,Atalanta,27,26.5,38,"3,420",90,100,38.0,418,80,244,175,23,212,1.68,66,48,+18,+0.47,57.7,41.4,+16.3,+0.43,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
1d8099f8,/en/squads/1d8099f8/2022-2023/Bologna-Stats,Bologna,27,26.6,38,"3,420",90,100,38.0,418,81,252,164,22,261,1.42,53,49,+4,+0.11,43.8,48.7,-4.9,-0.13,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
9aad3a77,/en/squads/9aad3a77/2022-2023/Cremonese-Stats,Cremonese,33,26.0,38,"3,420",90,100,38.0,418,79,232,185,25,302,0.71,36,69,-33,-0.87,38.7,66.1,-27.4,-0.72,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
a3d88bd8,/en/squads/a3d88bd8/2022-2023/Empoli-Stats,Empoli,32,25.3,38,"3,420",90,100,38.0,418,80,226,188,21,331,1.13,37,49,-12,-0.32,38.8,58.3,-19.5,-0.51,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
421387cf,/en/squads/421387cf/2022-2023/Fiorentina-Stats,Fiorentina,30,26.5,38,"3,420",90,100,38.0,418,79,229,188,23,323,1.47,53,43,+10,+0.26,55.0,43.4,+11.7,+0.31,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
0e72edf2,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats,Hellas Verona,36,26.6,38,"3,420",90,100,38.0,418,79,233,184,25,307,0.82,31,59,-28,-0.74,35.8,49.9,-14.1,-0.37,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
d609edc0,/en/squads/d609edc0/2022-2023/Internazionale-Stats,Inter,25,28.8,38,"3,420",90,100,38.0,418,81,230,187,20,271,1.89,71,42,+29,+0.76,68.0,36.5,+31.6,+0.83,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
e0652b02,/en/squads/e0652b02/2022-2023/Juventus-Stats,Juventus,29,27.7,38,"3,420",90,100,38.0,418,81,249,169,23,240,1.89,56,33,+23,+0.61,55.3,41.6,+13.7,+0.36,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
7213da33,/en/squads/7213da33/2022-2023/Lazio-Stats,Lazio,24,28.6,38,"3,420",90,100,38.0,418,82,267,149,21,328,1.95,60,30,+30,+0.79,51.1,41.3,+9.8,+0.26,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
ffcbe334,/en/squads/ffcbe334/2022-2023/Lecce-Stats,Lecce,29,24.8,38,"3,420",90,100,38.0,418,81,232,184,20,347,0.95,33,46,-13,-0.34,36.3,42.4,-6.1,-0.16,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
dc56fe14,/en/squads/dc56fe14/2022-2023/Milan-Stats,Milan,30,26.0,38,"3,420",90,100,38.0,418,80,234,183,23,321,1.84,64,43,+21,+0.55,58.8,41.1,+17.7,+0.47,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
21680aa4,/en/squads/21680aa4/2022-2023/Monza-Stats,Monza,31,26.6,38,"3,420",90,100,38.0,418,79,229,188,23,363,1.37,48,52,-4,-0.11,45.9,51.3,-5.4,-0.14,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
d48ad4ff,/en/squads/d48ad4ff/2022-2023/Napoli-Stats,Napoli,27,26.4,38,"3,420",90,100,38.0,418,82,237,181,19,319,2.37,77,28,+49,+1.29,64.7,31.8,+33.0,+0.87,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
cf74a709,/en/squads/cf74a709/2022-2023/Roma-Stats,Roma,30,27.4,38,"3,420",90,100,38.0,418,81,249,168,21,307,1.66,50,38,+12,+0.32,57.7,32.3,+25.4,+0.67,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
c5577084,/en/squads/c5577084/2022-2023/Salernitana-Stats,Salernitana,30,27.2,38,"3,420",90,100,38.0,418,80,240,177,23,296,1.11,48,62,-14,-0.37,36.7,67.1,-30.5,-0.80,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
8ff9e3b3,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats,Sampdoria,40,27.9,38,"3,420",90,100,38.0,418,80,243,174,23,252,0.50,24,71,-47,-1.24,34.1,66.3,-32.2,-0.85,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
e2befd26,/en/squads/e2befd26/2022-2023/Sassuolo-Stats,Sassuolo,31,26.1,38,"3,420",90,100,38.0,418,81,239,175,21,291,1.18,47,61,-14,-0.37,51.6,49.7,+1.9,+0.05,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
68449f6d,/en/squads/68449f6d/2022-2023/Spezia-Stats,Spezia,34,25.7,38,"3,420",90,100,38.0,418,81,248,168,22,310,0.82,31,62,-31,-0.82,41.5,59.5,-18.0,-0.47,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
105360fe,/en/squads/105360fe/2022-2023/Torino-Stats,Torino,28,25.2,38,"3,420",90,100,38.0,418,82,255,164,20,304,1.39,42,41,+1,+0.03,41.8,40.0,+1.8,+0.05,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
04eea015,/en/squads/04eea015/2022-2023/Udinese-Stats,Udinese,30,26.1,38,"3,420",90,100,38.0,418,82,242,174,20,259,1.21,47,48,-1,-0.03,46.9,51.8,-4.9,-0.13,11,2022-2023,766912af-4058-495e-9395-d11ada687bc9
