team_id,team_url,team,players_used,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,competition_id,season_id,id
922493f3,/en/squads/922493f3/2023-2024/Atalanta-Stats,Atalanta,29,38.0,971,25.55,735,80,56,55,32,13,128,3.37,103,9,2,7,6,1,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
1d8099f8,/en/squads/1d8099f8/2023-2024/Bologna-Stats,Bologna,28,38.0,823,21.66,611,64,57,52,30,9,78,2.05,50,1,8,13,6,0,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
c4260e09,/en/squads/c4260e09/2023-2024/Cagliari-Stats,Cagliari,29,38.0,785,20.66,550,80,41,54,43,17,70,1.84,44,5,6,10,3,2,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
a3d88bd8,/en/squads/a3d88bd8/2023-2024/Empoli-Stats,Empoli,34,38.0,718,18.89,480,84,34,48,57,15,46,1.21,30,3,3,4,6,0,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
421387cf,/en/squads/421387cf/2023-2024/Fiorentina-Stats,Fiorentina,30,38.0,910,23.95,679,79,37,59,44,12,106,2.79,71,11,8,10,5,1,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
6a7ad59d,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats,Frosinone,34,38.0,801,21.08,572,82,54,41,39,13,75,1.97,46,10,3,4,9,3,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
658bf2de,/en/squads/658bf2de/2023-2024/Genoa-Stats,Genoa,34,38.0,705,18.55,448,105,29,57,58,8,75,1.97,53,3,5,10,4,0,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
0e72edf2,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats,Hellas Verona,36,38.0,777,20.45,546,91,39,42,40,19,69,1.82,46,6,5,4,4,4,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
d609edc0,/en/squads/d609edc0/2023-2024/Internazionale-Stats,Inter,27,38.0,1059,27.87,819,85,24,68,47,16,152,4.00,109,9,7,10,13,4,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
e0652b02,/en/squads/e0652b02/2023-2024/Juventus-Stats,Juventus,31,38.0,936,24.63,669,89,51,68,38,21,87,2.29,54,6,4,14,6,3,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
7213da33,/en/squads/7213da33/2023-2024/Lazio-Stats,Lazio,22,38.0,762,20.05,573,60,34,49,34,12,74,1.95,54,2,2,9,6,1,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
ffcbe334,/en/squads/ffcbe334/2023-2024/Lecce-Stats,Lecce,26,38.0,879,23.13,593,92,57,69,42,26,49,1.29,30,4,3,3,6,3,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
dc56fe14,/en/squads/dc56fe14/2023-2024/Milan-Stats,Milan,35,38.0,1006,26.47,726,86,74,73,33,14,139,3.66,102,7,15,10,4,1,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
21680aa4,/en/squads/21680aa4/2023-2024/Monza-Stats,Monza,31,38.0,800,21.05,609,64,31,50,33,13,68,1.79,53,3,4,4,4,0,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
d48ad4ff,/en/squads/d48ad4ff/2023-2024/Napoli-Stats,Napoli,29,38.0,1145,30.13,835,85,73,86,52,14,86,2.26,58,3,6,7,9,3,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
cf74a709,/en/squads/cf74a709/2023-2024/Roma-Stats,Roma,30,38.0,858,22.58,617,79,38,61,51,12,112,2.95,68,8,9,16,11,0,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
c5577084,/en/squads/c5577084/2023-2024/Salernitana-Stats,Salernitana,39,38.0,699,18.39,515,68,24,48,30,14,52,1.37,35,6,3,6,2,0,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
e2befd26,/en/squads/e2befd26/2023-2024/Sassuolo-Stats,Sassuolo,30,38.0,825,21.71,620,62,45,49,38,11,73,1.92,50,4,1,8,8,2,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
105360fe,/en/squads/105360fe/2023-2024/Torino-Stats,Torino,30,38.0,764,20.11,563,74,32,47,36,12,63,1.66,46,4,4,4,3,2,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
04eea015,/en/squads/04eea015/2023-2024/Udinese-Stats,Udinese,32,38.0,793,20.87,528,84,50,68,46,17,63,1.66,39,3,6,9,5,1,11,2023-2024,87384528-c101-4bf0-958d-d92be4137338
