team_id,team_url,team,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,competition_id,season_id,id
0cdc4311,/en/squads/0cdc4311/2022-2023/Augsburg-Stats,Augsburg,34,25.9,34,"3,060",90,100,34.0,374,80,223,150,22,153,1.00,42,63,-21,-0.62,34.7,58.7,-23.9,-0.70,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
054efa67,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats,Bayern Munich,28,26.6,34,"3,060",90,100,34.0,374,80,218,155,22,138,2.09,92,38,+54,+1.59,75.0,37.1,+37.8,+1.11,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
b42c6323,/en/squads/b42c6323/2022-2023/Bochum-Stats,Bochum,26,29.4,34,"3,060",90,100,34.0,374,81,216,157,21,144,1.03,40,72,-32,-0.94,40.0,65.7,-25.7,-0.76,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
add600ae,/en/squads/add600ae/2022-2023/Dortmund-Stats,Dortmund,30,25.8,34,"3,060",90,100,34.0,374,81,224,151,23,152,2.09,83,44,+39,+1.15,71.1,43.2,+27.9,+0.82,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
f0ac8ee6,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats,Eint Frankfurt,28,26.4,34,"3,060",90,100,34.0,374,82,227,148,19,158,1.47,58,52,+6,+0.18,52.1,43.5,+8.6,+0.25,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
a486e511,/en/squads/a486e511/2022-2023/Freiburg-Stats,Freiburg,27,27.4,34,"3,060",90,100,34.0,374,83,215,157,16,148,1.74,51,44,+7,+0.21,47.9,48.8,-0.9,-0.03,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
32f3ee20,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats,Gladbach,27,26.8,34,"3,060",90,100,34.0,374,86,241,133,12,173,1.26,52,55,-3,-0.09,52.1,53.4,-1.3,-0.04,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
2818f8bc,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats,Hertha BSC,32,26.0,34,"3,060",90,100,34.0,374,80,220,153,24,153,0.85,42,69,-27,-0.79,39.4,60.0,-20.5,-0.60,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
033ea6b8,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats,Hoffenheim,31,26.8,34,"3,060",90,100,34.0,374,80,214,157,23,148,1.06,48,57,-9,-0.26,48.0,51.1,-3.1,-0.09,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
bc357bf7,/en/squads/bc357bf7/2022-2023/Koln-Stats,Köln,27,26.0,34,"3,060",90,100,34.0,374,80,213,160,22,143,1.24,49,54,-5,-0.15,47.9,42.6,+5.3,+0.16,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
c7a9f859,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats,Leverkusen,27,24.7,34,"3,060",90,100,34.0,374,82,218,150,20,155,1.47,57,49,+8,+0.24,51.4,42.8,+8.6,+0.25,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
a224b06a,/en/squads/a224b06a/2022-2023/Mainz-05-Stats,Mainz 05,27,27.0,34,"3,060",90,100,34.0,374,81,215,160,20,143,1.35,54,55,-1,-0.03,47.1,53.6,-6.5,-0.19,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
acbb6a5b,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats,RB Leipzig,25,26.3,34,"3,060",90,100,34.0,374,82,214,158,20,123,1.94,64,41,+23,+0.68,62.7,37.2,+25.4,+0.75,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
c539e393,/en/squads/c539e393/2022-2023/Schalke-04-Stats,Schalke 04,35,27.5,34,"3,060",90,100,34.0,374,81,228,145,23,158,0.91,35,71,-36,-1.06,39.6,57.1,-17.6,-0.52,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
598bc722,/en/squads/598bc722/2022-2023/Stuttgart-Stats,Stuttgart,30,24.7,34,"3,060",90,100,34.0,374,82,229,140,19,163,0.97,45,57,-12,-0.35,47.6,45.2,+2.4,+0.07,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
7a41008f,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats,Union Berlin,28,27.9,34,"3,060",90,100,34.0,374,82,207,165,18,141,1.82,51,38,+13,+0.38,37.9,42.6,-4.7,-0.14,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
62add3bf,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats,Werder Bremen,25,27.4,34,"3,060",90,100,34.0,374,82,222,151,18,146,1.06,51,64,-13,-0.38,41.1,52.9,-11.8,-0.35,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
4eaa11d7,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats,Wolfsburg,28,24.8,34,"3,060",90,100,34.0,374,81,218,158,21,148,1.44,57,48,+9,+0.26,51.3,51.3,0.0,0.00,20,2022-2023,704b22f7-1beb-4235-a268-588d7cd1d45b
